home_team_id,home_team_name,away_team_id,away_team_name,season,matches_played,draw_count,draw_rate,avg_goals
160,Girona,181,Cadiz,2324,2,0,0.0,3.0
166,Ath Bilbao,169,Real Madrid,2324,4,0,0.0,2.5
162,Mallorca,169,Real Madrid,2324,4,0,0.0,1.0
176,Getafe,182,Granada,2324,2,1,0.5,2.0
176,Getafe,181,Cadiz,2324,2,0,0.0,1.0
166,Ath Bilbao,170,Betis,2324,2,0,0.0,5.0
173,Sociedad,182,Granada,2324,2,0,0.0,6.5
164,Valencia,170,Betis,2324,4,0,0.0,2.25
161,Villarreal,180,Almeria,2324,2,0,0.0,3.0
173,Sociedad,181,Cadiz,2324,2,1,0.5,1.0
160,Girona,182,Granada,2324,2,0,0.0,6.5
162,Mallorca,178,Las Palmas,2324,2,1,0.5,1.5
181,Cadiz,182,Granada,2324,2,0,0.0,1.5
178,Las Palmas,181,Cadiz,2324,2,2,1.0,1.0
160,Girona,164,Valencia,2324,4,0,0.0,3.25
177,Barcelona,182,Granada,2324,2,2,1.0,5.0
161,Villarreal,172,Osasuna,2324,2,1,0.5,3.0
166,Ath Bilbao,180,Almeria,2324,2,1,0.5,1.5
169,Real Madrid,177,Barcelona,2324,4,0,0.0,3.0
172,Osasuna,180,Almeria,2324,2,0,0.0,2.0
163,Alaves,178,Las Palmas,2324,2,1,0.5,1.5
166,Ath Bilbao,172,Osasuna,2324,2,1,0.5,3.0
161,Villarreal,169,Real Madrid,2324,4,1,0.25,5.0
172,Osasuna,182,Granada,2324,2,0,0.0,2.5
164,Valencia,180,Almeria,2324,4,1,0.25,2.5
162,Mallorca,176,Getafe,2324,2,1,0.5,1.5
160,Girona,163,Alaves,2324,2,1,0.5,3.5
160,Girona,170,Betis,2324,2,1,0.5,3.5
170,Betis,180,Almeria,2324,2,1,0.5,2.5
163,Alaves,177,Barcelona,2324,2,0,0.0,3.5
172,Osasuna,173,Sociedad,2324,2,1,0.5,1.5
169,Real Madrid,172,Osasuna,2324,4,0,0.0,4.25
180,Almeria,181,Cadiz,2324,2,1,0.5,4.5
169,Real Madrid,169,Real Madrid,2324,2,1,0.5,3.0
166,Ath Bilbao,178,Las Palmas,2324,2,0,0.0,1.5
173,Sociedad,178,Las Palmas,2324,2,1,0.5,1.0
173,Sociedad,175,Sevilla,2324,2,0,0.0,4.0
164,Valencia,178,Las Palmas,2324,4,0,0.0,1.5
166,Ath Bilbao,173,Sociedad,2324,2,0,0.0,3.0
160,Girona,178,Las Palmas,2324,2,0,0.0,1.5
